word,pronunciation,meaning
butterfly,bΛtərflài,나비|접영|두근거리는|인간관계가 좋은 사람
bridge,bridʒ,교량|다리|브리지|메우다|육교
brain,brein,뇌|두뇌|머리|브레인
bit,bit,조금|약간
bar,baːr,바|술집|막대|판매대
each other,,서로|상호
modesty,mάdəsti,겸손|정숙함|소박함
moment,móumənt,순간|지금|때|잠깐|기회
for a moment,,잠깐 동안|당장 그때만|잠시 동안
for example,,예를 들면|한 예|가령|예컨대
recruit,rikrúːt,모집하다|채용하다|선발하다|신입사원|신병
fare,fεər,요금|운임|실적을 내다|상연물
entitle,intáitl,자격을 주다|제목을 붙이다
factory,fǽktəri,공장|회사|팩토리|제조소
busy,bízi,바쁜|분주한|붐비다|통화 중인
view,vjuː,보기|견해|관점|전망|간주하다
due,djuː,예정인|정당한|때문에|인해|세금
receive,risíːv,받다|얻다|수상하다|접수하다|당하다
capital,kǽpətl,자본|수도|자금|자산|대문자
delivery,dilívəri,분만|배달|배송|운송|인도
earning,ə́ːrniŋ,얻다|소득|벌다
display,displéi,디스플레이|(작품을) 전시하다|보여주다|표현하다|화면
present,préznt,현재의|제시하다|보여주다|존재하는|내놓다
consent,kənsént,동의하다|승낙하다|이구동성으로
insurance,inʃúərəns,보험|보험금
hold out,,견디다|지탱되다|유지되다
grow up,,성장|어른이 되다|자라나다|유년기를 보내다|크다
in short,,요컨대|간단히 말해|요약하면
all around,,다재다능한|전반에 걸친|전면적인
after school,,방과 후의|방과 후
no longer,,더 이상 …이 아닌|이미 …아니다|더 이상…않다
on foot,,걸어서|도보로|착수되어
well,wel,잘|흠|충분히|우물|나은
without,"wiðáut, wiθáut",…없이|…하지 않고
whole,houl,전체|모든|전|완전히|전부
stand for,,…을 나타내다|상징하다|대표하다
judge,dʒʌdʒ,판사|판단하다|심판하다|평가하다|비난하다
unfair,ənfeˈr,불공평한|부당한|불공정한|억울한
unexpected,əˌnikspeˈktid,예기치 않은
unemployment,əˌnimplɔiˈmənt,실업
undertaking,Λndərtéikiŋ,사업|실시|맡은
take out,,…을 꺼내다|인출하다|내가다
take care of,,돌보다|관리|신경쓰다|책임|처리
take off,,벗기다|이륙하다|시작하다|풀다|나가버리다
summary,sΛməri,요약|개괄|약식|성명
suggest,səgdʒést,제안하다|시사하다|제시하다|암시하다|제의하다
suddenly,sΛdnli,갑자기|순식간에
such,səʧː (강) sΛʧ,…같은|그러한|이러한|그렇게|매우
success,səksés,성공|성과|성공한 사람|달성|합격
soon,suːn,곧|빨리|조만간|바로|금방
some,səm; (강) sΛm,일부|몇|어떤|…중에는|약간
solve,salv,해결하다|풀다|맞추다|밝히다|해소하다
slightly,sláitli,약간|조금|가볍게
skill,skil,기술|실력|기능|솜씨
singly,síŋgli,단독으로|하나씩|홀로
return,ritə́ːrn,돌아오다|돌아가다|복귀하다|귀국|돌려주다
retire,ritáiər,은퇴하다|퇴직하다|물러나다|퇴임하다|폐기하다
retail,ríːteil,소매|유통|판매|마트|매장
resume,rizúːm,재개하다|다시 시작하다|이력서|경력|되찾다
result,rizΛlt,결국|결과|성과|초래한다|효과
restrict,ristríkt,제한하다|규제|제약|금지하다|통제
restrain,ristréin,제한하다|자제하다|검거하다|금지하다|압박하다
reject,ridʒékt,거부하다|거절하다|기각하다|받아들이지 않다|부인하다
region,ríːdʒən,지역|지방|지대
regard,rigάːrd,보다|간주하다|여기다|생각하다|관련되다
refuse,rifjúːz,거부하다|거절하다|쓰레기|사절하다
refresh,rifréʃ,신선한|상쾌하게 하다|새로운|시원한| 되살리다
reach,riːʧ,도달하다|이르다|손을 뻗다|닿다|이루다
rather,rǽðər,…보다는|오히려|…대신|차라리|다소
rate,reit,속도|비율|요금|가격|등급
raise,reiz,인상|올리다|높이다|제기하다|기르다
rail,reil,철도|레일|난간|철로
quote,kwout,인용하다|전하다|발언|문구
permissible,pərmísəbl,허용되는|무방한|소지가 허가된
permanently,pə́ːrmənəntli,영구적으로|영원히|상시
periodical,pìəriάdikəl,정기 간행물|잡지|정기의
perform,pərfɔ́ːrm,공연하다|수행하다|연주하다|행하다|연기하다
pension,pénʃən,연금|연기금|자산|펜션|퇴직금
penalty,pénəlti,처벌|벌금|페널티|불이익
overestimate,-mèit,…을 과대평가하다|과대평가|…을 지나치게 많이 견적하다
pending,péndiŋ,현안의|계류중인|미결|남아있는|당면한
patent,pǽtnt,특허|보호|의장
participant,paːrtísəpənt,참가자|참여자|참석자|사람들|집단
pace,peis,속도|페이스|보조를 맞추다
overtime,ouˈvərtaiˌm,초과 근무|시간 외의|잔업|연장전
oversee,ouˈvərsiˌ,감독하다|두루 살피다|감시하다
overload,ouˈvərlouˌd,과부하|…에 너무 짐을 많이 싣다|초과 적재
overcome,ouˈvərkəˌm,극복하다|이겨내다|해결|넘는|회복
loss,lɔːs,손실|잃음|감소|패배|사고
lightly,láitli,가볍게|살짝|쉽게|경솔히|들떠서
lift,lift,들어 올리다|해제하다|엘리베이터|양력|향상시키다
liberally,líbərəli,자유롭게|관대하게|아낌없이
lessen,lésn,줄이다|완화하다|감소하다
lean,liːn,기대다|숙이다|성향|기울어지다|살코기
lax,læks,느슨한|로스엔젤레스 공항|태만한
lack,læk,부족|…이 없다|결핍|부재|모자라다
issue,íʃuː,문제|쟁점|이슈|사안|발행하다
irregular,irégjulər,불규칙의|비정상적인|비정규의|불안정
investigate,invéstəgèit,조사하다|수사하다|살피다
interest,"íntərəst, -tərèst",관심|이자|이해관계
indicate,índikèit,나타내다|가리키다|지적하다|표시하다|암시하다
identical,aidéntikəl,똑같은|동일한|일란성의|닮은
impress,imprés,인상|감명을 주다|감동시키다
important,impɔ́ːrtənt,중요한|중대한|소중한|주요한
import,impɔ́ːrt,수입하다|들여오다|중요하다
immediate,imíːdiət,즉각적인|즉시|당장|시급한|직접적인
illustrate,íləstrèit,설명하다|삽화를 넣다|예시하다
illiterate,ilítərət,문맹
unlawful,ənlɔˈfəl,법에 어긋나는|적출이 아닌|불법적인
illegal,ilíːgəl,불법적인|위법인|법으로 금지된
horizontal,"hɔ̀ːrəzάntl, hὰrəzάntl",수평의|가로의|바로 누운
identify,aidéntəfài,확인하다|알아보다|발견|식별하다|밝히다
friction,fríkʃən,마찰|불화
freely,fríːli,아낌없이|자유롭게|기꺼이
frequent,fríːkwənt,잦은|자주|빈번한|흔한|종종
fraud,frɔːd,사기|분식|부정|조작|위조
fragment,frǽgmənt,파편|분열하다|무리
fragile,frǽdʒəl,취약한|깨지기 쉬운|부진한|쉽게 영향을 받는
foundation,faundéiʃən,재단|기반|창립|토대|파운데이션
forward,fɔ́ːrwərd,앞으로|전진하는|발전한|포워드|진보적인
forum,fɔ́ːrəm,포럼|회의|토론회|회담|총회
formula,fɔ́ːrmjulə,공식|방식|포뮬러 1|유동식|처방
former,fɔ́ːrmər,전임의|과거의|전의|전자의
entrance,éntrəns,입구|입학|들어가기|현관
entire,intáiər,전체의|내내|완전한|전반적인
enthusiasm,inθúːziӕzm,열정|열광|열망
enter,éntər,들어가다|입장하다|입력하다|참가하다|파고들다
enhance,inhǽns,증진|높이다|강화하다|제고|활성화
enforce,infɔ́ːrs,시행하다|집행하다|강력히 주장하다|…을 강요하다|금지하다
endorse,indɔ́ːrs,지지하다|통과시키다|보증하다|지원|동의
defect,"díːfekt , difékt",결함|장애|탈주|이탈
dramatic,drəmǽtik,극적인|급격한|인상적인|연극의|드라마틱한
drain,drein,소비하다|배수하다|유출하다|마시다|허사가 되다
domesticate,dəméstikèit,길들이다|재배할 수 있도록 하다|가정에 정들게 하다
dominant,dάmənənt,지배적인|우세한|주도|우성|대부분
donation,dounéiʃən,기부|기증|헌혈|모금|성금
donor,dóunər,기증자|증여자|제공자
double,dΛbl,두 배의|더블의|갑절|2배의|2중의
divide,diváid,나누다|분할하다|가르다|분열시키다|분배하다
diversify,divə́ːrsəfài,…을 다양화하다|다각화하다|여러 가지로 변화시키다
diverse,daivə́ːrs,다양한|다른|광범위한|여러 가지의|각계 각층의
distribute,distríbjuːt,나눠주다|배포하다|공급하다|분배하다|기부하다
distract,distrǽkt,관심이 멀어지다|주의를 빼앗다|산만하게 하다|초점을 흐리다
right,rait,권리|인권|옳은|맞는|바로
diagnose,dáiəgnòus -nòuz,진단하다|규명하다|원인을 규명하다
devise,diváiz,마련하다|고안하다|계획|방법|대책
device,diváis,장치|기기|기구|고안|폭발물
develop,divéləp,개발하다|발전하다|만들다|성장하다|현상하다
determined,ditə́ːrmind,결정된|결심한|생각|결의|의지
detergent,ditə́ːrdʒənt,세제
deter,ditə́ːr,단념시키다|방해하다|저지하다
locate,lóukeit,위치하다|위치를 찾다|자리잡고 있다|찾아내다|발견하다
detect,ditékt,찾아내다|감지하다|발견하다|진단|알아내다
destination,dèstənéiʃən,목적지|관광지|여행지|장소|목표
designed,dizáind,계획적인|고의의|도형을 뜬
expensive,ikspénsiv,비싼|돈이 많이 드는|많은 비용|고가의|사치스러운
steep,stiːp,가파른|급격한|경사|극단적인
pricey,práisi,값비싼
costly,kɔ́ːstli,값이 비싼|사치스러운|값비싼
corruption,kərΛpʃən,부패|비리|부정|타락
correspondent,kɔ̀ːrəspάndənt,특파원|기자|일치하는
correspond,kɔ̀ːrəspάnd,해당하다|일치하다|교신하다
correlate,kɔ́ːrəlèit,상관물|서로 관련시키다|상관관계를 입증하다
core,kɔːr,핵심|코어|중요한|근원|핵
cooperate,kouάpərèit,협력하다|협조하다|협동하다
convoy,kάnvɔi,호송하다|호위대|호위함
convince,kənvíns,설득하다|납득시키다|확신시키다
carry,kǽri,휴대하다|옮기다|갖다|싣다|운반하다
convey,kənvéi,전달하다|나타내다|전하다|의미하다
convert,kənvə́ːrt,전환하다|바꾸다|개조하다|개종하다|득점하다
conversion,kənvə́ːrʒən,전환|변화|환산|융합
convergence,kənvə́ːrdʒəns｜-si,집중성|한점에의 집합|집합함
conventional,kənvénʃənl,전통적인|틀에 박힌|관습의
convention,kənvénʃən,협약|대회|컨벤션|회의|관습
convenience,kənvíːnjəns,편의|편리|편한|편익|용이함
contract,kən´trækt,계약|맺다|계약서|수축하다|걸리다
continually,kəntínjuəli,계속해서|지속적으로|끊임없이|자꾸
contest,kάntest｜kɔ́n-,대회|콘테스트|선거|경쟁하다
content,kάntent,콘텐츠|내용|함유량|만족하는|목차
contain,kəntéin,포함하다|함유하다|들어있다|담다|담고 있다
consumption,kənsΛmpʃən,소비|소비량|폐결핵
contact,kάntækt,접촉|연락|콘택트 렌즈|교제|시선을 마주치다
connection,kənékʃən,연결|관계|관련|접속|연줄
considerable,kənsídərəbl,상당한|꽤
consider,kənsídər,고려하다|생각한다|여기다|평가되다|검토하다
consequence,kάnsəkwèns,결과|영향|성과|대가|결론
conquest,"kάnkwest, kάŋkwest",정복|승리|점령
conform,kənfɔ́ːrm,일치하다|따르다
conflict,kənflíkt,갈등|분쟁|대립|전쟁
casual,kǽʒuəl,캐주얼의|편한|평상복의|우연한|아무렇지 않은
case,keis,경우|환자|사건|소송|상황
captive,kǽptiv,포로|감금된|어쩔 수 없는
candidate,"kǽndidèit, -dət",후보자|지원자|수험생
barter,bάːrtər,교환|흥정|거래|팔다
barely,bέərli,거의 …않다|겨우|간신히
bankruptcy,"bǽŋkrəptsi, -rəpsi",파산|부도
prohibit,prouhíbit,금지하다|막다|통제하다|방해하다
forbid,fərbíd,금지하다|용납하지 않다|어렵게하다
ban,bæn,금지|못하다|규제|반대|금하다
banner,bǽnər,현수막|배너|기치|대표
balance,bǽləns,균형|조화|잔고|안정
awfully,ɔ́ːfəli,아주|상당히|너무
award,əwɔ́ːrd,상|수여하다|어워드|상금
avalanche,ǽvəlӕnʧ,사태|눈사태
available,əvéiləbl,이용 가능한|이용할 수 있는|시간이 있는|유용한|입수할 수 있는
automate,ɔ́ːtəmèit,자동화하다|오토메이션화하다|오토메이션 기술을 사용하다
authorization,ɔ̀ːθərizéiʃən,위임|허가|권한 부여
authority,"əθɔ́ːrəti, əθάrəti",당국|권한|권위|권력|…공사
authentic,ɔːθéntik,진정한|진짜의|실제의|믿을 만한
audit,ɔ́ːdit,감사|단속|청강|세무조사
auction,ɔ́ːkʃən,경매|…을 경매하다|…을 경매에 부치다
attractive,ətrǽktiv,매력적인|매혹적인
attorney,ətə́ːrni,변호사| 지방 검사|법무장관| 위임장|법정대리인
attentive,əténtiv,주의 깊은|세심한|친절한
attention,əténʃən,관심|주의|주목|집중|주의력
attendee,ətèndíː,참석자|출석자
attendant,əténdənt,승무원|종업원|참석자|수행원
attendance,əténdəns,참석|관객|출석|돌봄
instruction,instrΛkʃən,교육|지시|방법|설명|교본
enclose,inklóuz,에워싸다|동봉하다|둘러싸다|첨부하다
attach,ətǽʧ,붙이다|부착하다|연결|달다|애착을 갖다
approach,əpróuʧ,방법|접근법|접근하다|다가오다|육박하다
appreciate,əpríːʃièit,감사하다|고마워하다|오르다|인정하다|이해하다
designate,dézignèit,지정하다|지명하다|선정하다
nominate,nάmənèit,후보에 오르다|지명하다|임명하다|추천하다
appoint,əpɔ́int,임명하다|지명하다|지정하다
apply,əplái,적용하다|지원하다|신청하다|응용하다|바르다
amnesty,ǽmnəsti,대사|특사|…에게 대사를 내리다
adversity,ædvə́ːrsəti,역경|재난|불운
advise,ædváiz,권하다|조언하다|…하는 게 좋다|알리다|상담하다
advent,ǽdvent,출현|도래|등장|일어남|대림절
alive,əláiv,살아 있는|생기에 넘치는|계속하여|생생한|이 세상의
alert,ələ́ːrt,경계|주의하다|알림|집중하다|기민한
agreement,əgríːmənt,협정|합의|계약|동의|조화
agenda,ədʒéndə,의제|과제|안건|아젠다|정책
affect,əfékt,영향을 주다|감염시키다|작용하다|…체하다
advantage,ædvǽntidʒ,이점|우위|유리|이익|혜택
accumulation,əkjùːmjuléiʃən,축적|누적|축적물
accurately,ǽkjurətli,정확하게|그대로
admission,ædmíʃən,입학|입원|인정|입장|승인
adjourn,ədʒə́ːrn,휴회하다|회의를 연기하다
adjust,ədʒΛst,적응하다|감안하다|조정되다|조절하다|맞추다
adhere,"ædhíər, ədhíər",고수하다|들러붙다|달라붙다
address,"ədrés, ǽdres｜ədrés",주소|해결하다|연설하다|이야기하다|부르다
addition,ədíʃən,추가|덧셈|증축|등재
acquire,əkwáiər,얻다|인수하다|배우다|갖다|구입하다
adapt,ədǽpt,적응하다|변화|적용|각색하다|바꾸다
advisable,ædváizəbl,타당한|현명한|권할 만한
at the same time,,동시에|하면서|같은 시간|역시|한번에
meanwhile,míːnwàil,"the time between one event, process, or period and another"
tension,ténʃən,긴장|팽팽함|갈등|불안
further,fə́ːrðər,더|더 나아가|더 멀리|그 이상의|게다가
refrain,rifréin,자제하다|삼가다|후렴
stress,stres,스트레스|강조하다|압박|중점을 두다
ease,iːz,완화하다|쉬움|덜어주다|편함|풀다
declare,diklέər,선언하다|말하다|주장|선고하다|신고하다
forecast,fɔˈrkæˌst,예상|전망하다|예보|내다보다
prevent,privént,막다|방지하다|예방하다|못하게 하다|금지하다
